time,distance
0.000000,627.044161
0.000000,535.952719
0.000000,491.221664
0.000000,456.052497
0.000000,283.525504
0.000000,354.660267
0.000000,662.385912
0.000000,496.525919
0.000000,800.734369
0.000000,785.574601
0.000000,447.463286
0.000000,689.454738
0.000000,657.770299
0.000000,124.882712
0.000000,581.869813
0.000000,374.010532
0.000000,891.335101
0.000000,387.304384
0.000000,565.474806
0.000000,863.004701
0.000000,844.270471
0.000000,263.532781
0.000000,333.398248
0.000000,466.150266
0.000000,458.253628
0.000000,495.382029
0.000000,817.964445
0.000000,835.167875
0.000000,793.441630
0.000000,398.418103
0.000000,396.078536
0.000000,1036.644721
0.000000,200.695288
0.000000,441.048694
0.000000,468.360725
0.000000,306.704365
0.000000,684.896905
0.000000,471.431314
0.000000,288.792053
0.000000,735.733580
0.000000,720.947134
0.000000,639.480366
0.000000,761.191609
0.000000,522.144712
0.000000,542.847660
0.000000,659.266168
0.000000,553.970577
0.000000,343.895797
0.000000,757.510628
0.000000,702.392850
0.000000,579.123034
0.000000,235.392732
0.000000,480.160787
0.000000,747.867877
0.000000,691.618467
0.000000,820.243482
0.000000,526.485267
0.000000,270.209953
0.000000,280.419410
0.000000,643.234168
0.000000,381.030832
0.000000,747.799508
0.000000,513.063288
0.000000,825.706255
0.000000,331.779465
0.000000,191.020006
0.000000,562.769085
0.000000,990.237199
0.000000,285.117294
0.000000,501.598906
0.000000,635.397168
0.000000,438.379683
0.000000,713.889480
0.000000,521.591457
0.000000,671.495146
0.000000,311.978066
0.000000,456.126361
0.000000,409.811589
0.000000,486.850746
0.000000,490.706718
0.000000,434.999629
0.000000,510.663467
0.000000,498.881115
0.000000,326.660515
0.000000,434.374444
0.000000,488.659390
0.000000,513.391891
0.000000,174.946686
0.000000,294.305244
0.000000,722.091728
0.000000,644.011268
0.000000,528.624714
0.000000,587.510663
0.000000,377.143810
0.000000,355.862256
0.000000,517.645781
0.000000,262.656746
0.000000,827.255103
0.000000,727.947605
0.000000,608.743928
0.000000,278.295934
0.000000,425.181127
0.000000,317.040798
0.000000,468.683199
0.000000,627.114902
0.000000,356.402801
0.000000,599.031765
0.000000,172.984790
0.000000,500.121375
0.000000,446.188413
0.000000,232.524601
0.000000,581.023174
0.000000,558.893149
0.000000,535.948973
0.000000,452.629096
0.000000,635.417455
0.000000,367.020623
0.000000,320.006745
0.000000,562.260166
0.000000,409.147394
0.000000,471.872321
0.000000,519.560316
0.000000,780.786042
0.000000,246.337741
0.000000,226.895178
0.000000,455.581530
0.000000,305.254148
0.000000,557.546938
0.000000,551.797659
0.000000,451.936917
0.000000,424.760507
0.000000,530.997418
0.000000,691.758929
0.000000,388.724972
0.000000,736.292392
0.000000,444.242465
0.000000,405.818773
0.000000,405.853023
0.000000,626.749064
0.000000,673.259815
0.000000,588.206843
0.000000,567.846546
0.000000,836.797613
0.000000,536.022961
0.000000,536.530762
0.000000,593.610506
0.000000,637.900973
0.000000,752.853940
0.000000,561.090255
0.000000,709.296344
0.000000,600.273703
0.000000,680.470007
0.000000,661.532369
0.000000,374.261426
0.000000,467.973067
0.000000,326.114516
0.000000,345.347589
0.000000,392.812061
0.000000,478.927040
0.000000,407.844313
0.000000,450.701542
0.000000,646.594791
0.000000,668.465485
0.000000,628.260347
0.000000,668.057923
0.000000,238.595898
0.000000,308.493635
0.000000,625.929903
0.000000,423.974657
0.000000,405.301069
0.000000,282.613838
0.000000,537.327939
0.000000,419.602559
0.000000,623.735646
0.000000,366.636449
0.000000,589.890545
0.000000,578.805147
0.000000,218.697507
0.000000,281.106847
0.000000,404.027493
0.000000,417.832481
0.000000,625.667560
0.000000,539.948807
0.000000,371.181134
0.000000,515.684940
0.000000,394.354198
0.000000,416.987709
0.000000,810.975430
0.000000,534.382634
0.000000,745.819273
0.000000,731.033120
0.000000,655.151346
0.000000,570.565638
0.000000,648.521285
0.000000,266.748837
0.000000,840.534565
0.000000,723.729202
0.000000,613.077960
0.000000,763.996516
0.000000,756.592618
0.000000,444.836128
0.000000,605.916598
0.000000,247.531118
0.000000,468.267319
0.000000,732.302103
0.000000,456.608344
0.000000,578.523150
0.000000,806.560533
0.000000,597.818252
0.000000,509.660308
0.000000,819.078132
0.000000,374.790710
0.000000,632.289456
0.000000,573.321957
0.000000,599.690303
0.000000,560.593572
0.000000,313.399916
0.000000,606.081144
0.000000,594.809557
0.000000,454.859262
0.000000,349.606653
0.000000,502.242835
0.000000,278.570014
0.000000,578.741120
0.000000,679.674246
0.000000,549.282507
0.000000,645.939537
0.000000,908.965131
0.000000,905.124763
0.000000,869.467535
0.000000,879.329515
0.000000,605.058509
0.000000,448.990693
0.000000,445.341376
0.000000,309.757863
0.000000,639.294814
0.000000,163.943895
0.000000,158.316677
0.000000,561.158093
0.000000,649.213916
0.000000,315.148003
0.000000,852.373544
0.000000,660.219463
0.000000,728.144112
0.000000,486.360787
0.000000,633.006379
0.000000,309.672027
0.000000,714.674948
0.000000,636.475577
0.000000,837.966785
0.000000,442.118595
0.000000,655.268854
0.000000,760.158452
0.000000,679.757362
0.000000,549.027478
0.000000,333.832369
0.000000,532.641422
0.000000,704.977192
0.000000,567.417055
0.000000,738.782538
0.000000,903.276441
0.000000,985.891552
0.000000,195.596439
0.000000,451.125733
0.000000,866.383994
0.000000,526.674107
0.000000,293.719907
0.000000,500.478750
0.000000,432.373215
0.000000,788.823910
0.000000,716.477612
0.000000,488.279843
0.000000,561.708699
0.000000,804.406032
0.000000,744.712247
0.000000,817.854758
0.000000,488.119155
0.000000,697.886769
0.000000,794.306731
0.000000,167.985804
0.000000,494.118416
0.000000,668.263166
0.000000,799.108250
0.000000,355.089293
0.000000,527.079313
0.000000,609.076032
0.000000,585.836274
0.000000,863.554938
0.000000,728.031847
0.000000,330.210877
0.000000,495.083559
0.000000,393.590476
0.000000,873.570281
0.000000,534.761165
0.000000,751.233236
0.000000,182.319157
0.000000,708.905886
0.000000,403.189580
0.000000,356.788903
0.000000,685.534343
0.000000,838.454946
0.000000,326.024568
0.000000,1033.293161
0.000000,182.953699
0.000000,852.598482
0.000000,705.143376
0.000000,760.525641
0.000000,728.204967
0.000000,611.997094
0.000000,569.049843
0.000000,1011.548613
0.000000,912.439331
0.000000,608.064955
0.000000,978.348039
0.000000,740.046513
0.000000,567.785589
0.000000,447.225780
0.000000,422.000931
0.000000,708.912858
0.000000,920.724368
0.000000,205.727752
0.000000,609.153203
0.000000,1019.458749
0.000000,754.094557
0.000000,603.645835
0.000000,884.847005
0.000000,599.919770
0.000000,745.049811
0.000000,517.260273
0.000000,221.544839
0.000000,508.951795
0.000000,418.636017
0.000000,618.802026
0.000000,668.366155
0.000000,359.379802
0.000000,381.243382
0.000000,434.982066
0.000000,414.765932
0.000000,607.619026
0.000000,830.503848
0.000000,766.425132
0.000000,649.143729
0.000000,976.972789
0.000000,980.125291
0.000000,848.795887
0.000000,1022.841640
0.000000,608.914493
0.000000,721.270743
0.000000,699.339233
0.000000,539.926511
0.000000,615.110190
0.000000,486.566951
0.000000,275.020223
0.000000,372.765071
0.000000,769.939560
0.000000,579.609746
0.000000,907.731050
0.000000,892.131808
0.000000,552.551991
0.000000,750.192498
0.000000,773.140096
0.000000,216.524326
0.000000,704.771270
0.000000,422.770646
0.000000,1005.782063
0.000000,410.021012
0.000000,647.293705
0.000000,972.954689
0.000000,932.066634
0.000000,336.587608
0.000000,360.308138
0.000000,519.934446
0.000000,558.686316
0.000000,511.702385
0.000000,918.382410
0.000000,938.284522
0.000000,919.832678
0.000000,364.183600
0.000000,365.022648
0.000000,1132.601889
0.000000,144.301287
0.000000,472.844450
0.000000,448.074703
0.000000,307.257261
0.000000,799.989907
0.000000,591.497140
0.000000,415.686998
0.000000,816.952687
0.000000,833.404501
0.000000,766.119878
0.000000,871.369488
0.000000,627.415931
0.000000,647.253872
0.000000,771.326814
0.000000,549.314710
0.000000,354.161410
0.000000,868.345132
0.000000,832.417151
0.000000,571.576793
0.000000,359.311788
0.000000,568.370862
0.000000,841.692218
0.000000,813.279797
0.000000,935.449737
0.000000,551.855443
0.000000,378.951200
0.000000,339.397384
0.000000,761.678418
0.000000,511.490726
0.000000,872.233197
0.000000,557.130858
0.000000,925.321361
0.000000,338.659359
0.000000,224.804336
0.000000,666.402168
0.000000,1085.094315
0.000000,366.254297
0.000000,1121.233435
0.000000,517.426472
0.000000,563.653265
0.000000,358.763170
0.000000,463.668708
0.000000,622.037614
0.000000,662.202658
0.000000,410.214758
0.000000,506.182147
0.000000,563.131419
0.000000,262.397588
0.000000,526.146162
0.000000,636.649331
0.000000,833.580794
0.000000,881.468326
0.000000,416.076577
0.000000,316.730412
0.000000,1064.546490
0.000000,656.998578
0.000000,250.829361
0.000000,494.630913
0.000000,562.696396
0.000000,533.619395
0.000000,609.346742
0.000000,342.876877
0.000000,838.598361
0.000000,1075.207165
0.000000,820.651239
0.000000,694.941875
0.000000,611.039319
0.000000,506.950977
0.000000,769.739289
0.000000,814.392968
0.000000,676.824998
0.000000,816.292112
0.000000,570.500602
0.000000,467.395740
0.000000,404.418432
0.000000,512.755158
0.000000,481.151612
0.000000,248.800817
0.000000,630.138674
0.000000,484.862790
0.000000,741.645647
0.000000,420.582240
0.000000,403.169692
0.000000,750.057014
0.000000,659.344233
0.000000,798.159665
0.000000,862.681987
0.000000,964.443624
0.000000,310.268923
0.000000,539.015719
0.000000,407.561058
0.000000,378.235324
0.000000,679.736856
0.000000,547.683072
0.000000,567.815588
0.000000,833.963455
0.000000,642.936132
0.000000,842.340343
0.000000,159.154413
0.000000,935.436461
0.000000,597.468789
0.000000,473.312417
0.000000,175.648326
0.000000,921.474086
0.000000,862.960596
0.000000,750.409509
0.000000,651.932714
0.000000,897.890595
0.000000,271.518721
0.000000,494.305361
0.000000,505.393303
0.000000,988.951008
0.000000,995.003660
0.000000,154.444497
0.000000,1100.821180
0.000000,909.911046
0.000000,920.207551
0.000000,940.475863
0.000000,472.620216
0.000000,632.449305
0.000000,754.233625
0.000000,283.416622
0.000000,442.006045
0.000000,620.014602
0.000000,398.238034
0.000000,591.793423
0.000000,618.035165
0.000000,521.460521
0.000000,870.402501
0.000000,888.747469
0.000000,238.598477
0.000000,482.852800
0.000000,797.337313
0.000000,813.471452
0.000000,629.633662
0.000000,230.377725
0.000000,446.922298
0.000000,416.024004
0.000000,749.027032
0.000000,728.866501
0.000000,842.331870
0.000000,562.924284
0.000000,634.699136
0.000000,435.711265
0.000000,671.265400
0.000000,196.776331
0.000000,902.531914
0.000000,928.418126
0.000000,553.448259
0.000000,102.902285
0.000000,799.910646
0.000000,803.512858
0.000000,604.067681
0.000000,834.785131
0.000000,691.044993
0.000000,644.390974
0.000000,508.222913
0.000000,967.193640
0.000000,836.495851
0.000000,580.482709
0.000000,951.359409
0.000000,754.334747
0.000000,614.610188
0.000000,384.052950
0.000000,489.984705
0.000000,768.067315
0.000000,992.615124
0.000000,103.060438
0.000000,470.675523
0.000000,995.299852
0.000000,717.571254
0.000000,663.766752
0.000000,907.066080
0.000000,569.732620
0.000000,819.871014
0.000000,361.560648
0.000000,102.038510
0.000000,479.057800
0.000000,519.178738
0.000000,596.983013
0.000000,710.693636
0.000000,394.006600
0.000000,336.355789
0.000000,490.139295
0.000000,333.614703
0.000000,644.314089
0.000000,721.598758
0.000000,790.475011
0.000000,681.028788
0.000000,937.089998
0.000000,991.780066
0.000000,801.972575
0.000000,1068.131805
0.000000,495.222086
0.000000,827.095031
0.000000,828.417356
0.000000,660.792422
0.000000,586.860428
0.000000,452.311408
0.000000,452.105466
0.000000,208.426233
0.000000,842.789193
0.000000,667.451814
0.000000,934.358480
0.000000,870.358406
0.000000,490.425182
0.000000,636.404917
0.000000,699.337489
0.000000,331.919720
0.000000,639.091226
0.000000,351.030656
0.000000,1074.918596
0.000000,232.823106
0.000000,679.981609
0.000000,917.023171
0.000000,964.212651
0.000000,218.373642
0.000000,313.717835
0.000000,468.613108
0.000000,504.579607
0.000000,340.805020
0.000000,873.566915
0.000000,907.296755
0.000000,878.296760
0.000000,489.498485
0.000000,391.598634
0.000000,1054.691000
0.000000,113.499116
0.000000,315.584296
0.000000,482.864465
0.000000,322.555578
0.000000,827.549550
0.000000,551.555750
0.000000,441.973650
0.000000,910.233872
0.000000,867.548678
0.000000,726.071853
0.000000,913.959033
0.000000,560.713424
0.000000,546.230957
0.000000,680.416027
0.000000,469.236840
0.000000,388.346546
0.000000,952.350107
0.000000,851.253020
0.000000,622.458873
0.000000,350.441418
0.000000,616.123404
0.000000,902.682733
0.000000,781.256609
0.000000,871.170565
0.000000,529.767339
0.000000,419.108840
0.000000,301.533336
0.000000,703.612640
0.000000,543.337160
0.000000,919.551382
0.000000,520.993721
0.000000,937.631393
0.000000,418.022669
0.000000,317.883446
0.000000,701.817970
0.000000,1062.924696
0.000000,459.590864
0.000000,440.036344
0.000000,568.377497
0.000000,245.061913
0.000000,457.670141
0.000000,561.762668
0.000000,331.208587
0.000000,141.047264
0.000000,692.463377
0.000000,318.897591
0.000000,286.721501
0.000000,577.651021
0.000000,456.397065
0.000000,710.383578
0.000000,373.487401
0.000000,346.872392
0.000000,789.788770
0.000000,539.579354
0.000000,346.953406
0.000000,496.482182
0.000000,550.007880
0.000000,487.216248
0.000000,531.462364
0.000000,555.845517
0.000000,753.087166
0.000000,830.848684
0.000000,795.348219
0.000000,629.205390
0.000000,261.582800
0.000000,527.079485
0.000000,726.567889
0.000000,602.136589
0.000000,538.995295
0.000000,614.678928
0.000000,458.444189
0.000000,325.944751
0.000000,660.731895
0.000000,367.585597
0.000000,480.187446
0.000000,581.869922
0.000000,227.088775
0.000000,406.849553
0.000000,698.392121
0.000000,614.106714
0.000000,599.902790
0.000000,866.929847
0.000000,243.223091
0.000000,637.384096
0.000000,858.467869
0.000000,770.151734
0.000000,548.466256
0.000000,481.309455
0.000000,491.214316
0.000000,236.470315
0.000000,561.594753
0.000000,663.136292
0.000000,145.193398
0.000000,732.541591
0.000000,250.019621
0.000000,784.828729
0.000000,540.261928
0.000000,722.846786
0.000000,560.250758
0.000000,224.518431
0.000000,537.484458
0.000000,630.762800
0.000000,665.025602
0.000000,824.117437
0.000000,607.862395
0.000000,811.148584
0.000000,505.293593
0.000000,490.320850
0.000000,430.396685
0.000000,865.725195
0.000000,846.148225
0.000000,532.385286
0.000000,867.587088
0.000000,659.625519
0.000000,918.395512
0.000000,746.606696
0.000000,364.040502
0.000000,477.930065
0.000000,557.526791
0.000000,553.565562
0.000000,406.592462
0.000000,115.824007
0.000000,459.483216
0.000000,277.924787
0.000000,454.303494
0.000000,409.946478
0.000000,790.897555
0.000000,925.099306
0.000000,395.125956
0.000000,346.597678
0.000000,922.356799
0.000000,567.212296
0.000000,519.870237
0.000000,423.937937
0.000000,505.758720
0.000000,133.999562
0.000000,690.620268
0.000000,527.354298
0.000000,597.219389
0.000000,458.482137
0.000000,456.491796
0.000000,450.782911
0.000000,567.181440
0.000000,623.153100
0.000000,882.472071
0.000000,833.439555
0.000000,428.155461
0.000000,554.356764
0.000000,703.872201
0.000000,459.570710
0.000000,476.844006
0.000000,364.583959
0.000000,517.182770
0.000000,461.377210
0.000000,421.054375
0.000000,382.229309
0.000000,458.124665
0.000000,548.328220
0.000000,411.622963
0.000000,283.133840
0.000000,569.207314
0.000000,573.667557
0.000000,649.514682
0.000000,641.514440
0.000000,199.342843
0.000000,469.214473
0.000000,215.916439
0.000000,433.753516
0.000000,586.941058
0.000000,407.881640
0.000000,505.820867
0.000000,389.571852
0.000000,581.455532
0.000000,451.796846
0.000000,617.076118
0.000000,462.931034
0.000000,497.395550
0.000000,512.201164
0.000000,602.731578
0.000000,517.115251
0.000000,588.305383
0.000000,501.744934
0.000000,223.390862
0.000000,406.566704
0.000000,571.607000
0.000000,362.638729
0.000000,571.336465
0.000000,329.112575
0.000000,610.173453
0.000000,278.834814
0.000000,437.350087
0.000000,478.290045
0.000000,626.970483
0.000000,393.960086
0.000000,569.796720
0.000000,840.974652
0.000000,473.412585
0.000000,543.682234
0.000000,586.226019
0.000000,416.776506
0.000000,536.200650
0.000000,234.053777
0.000000,323.228682
0.000000,340.150239
0.000000,633.901221
0.000000,206.746386
0.000000,443.262437
0.000000,712.917839
0.000000,471.538344
0.000000,304.339808
0.000000,489.283395
0.000000,432.594224
0.000000,386.193128
0.000000,636.928829
0.000000,464.117684
0.000000,277.095776
0.000000,472.034992
0.000000,344.723632
0.000000,351.931616
0.000000,366.360831
0.000000,748.371989
0.000000,655.858674
0.000000,466.270714
0.000000,648.417854
0.000000,498.854046
0.000000,605.466144
0.000000,638.153774
0.000000,457.700439
0.000000,243.564224
0.000000,441.539169
0.000000,434.883849
0.000000,441.534351
0.000000,374.586446
0.000000,443.922008
0.000000,404.344259
0.000000,58.510714
0.000000,85.040528
0.000000,688.605318
0.000000,652.254696
0.000000,655.850473
0.000000,577.564962
0.000000,639.891091
0.000000,397.347958
0.000000,376.746908
0.000000,496.946729
0.000000,337.698053
0.000000,507.731875
0.000000,474.074795
0.000000,570.187926
0.000000,577.274190
0.000000,206.471396
0.000000,471.121912
0.000000,659.338479
0.000000,608.911815
0.000000,490.623990
0.000000,687.332191
0.000000,642.603641
0.000000,382.264985
0.000000,490.326485
0.000000,612.780323
0.000000,473.863904
0.000000,268.967450
0.000000,625.714453
0.000000,596.835168
0.000000,664.521281
0.000000,288.615720
0.000000,527.234130
0.000000,288.945590
0.000000,550.740004
0.000000,586.548475
0.000000,757.762967
0.000000,412.559121
0.000000,450.057839
0.000000,803.661139
0.000000,605.889451
0.000000,539.560658
0.000000,410.988055
0.000000,479.202599
0.000000,546.455658
0.000000,556.101529
0.000000,51.681613
0.000000,656.676208
0.000000,791.095778
0.000000,493.489927
0.000000,532.238026
0.000000,418.248712
0.000000,441.117751
0.000000,556.694914
0.000000,624.455463
0.000000,350.385159
0.000000,695.807727
0.000000,415.077910
0.000000,589.826399
0.000000,321.483369
0.000000,259.468459
0.000000,330.581901
0.000000,367.503500
0.000000,539.864581
0.000000,632.544676
0.000000,451.925692
0.000000,328.669267
0.000000,291.921801
0.000000,551.010636
0.000000,455.975279
0.000000,692.870546
0.000000,642.299484
0.000000,739.059916
0.000000,91.725215
0.000000,456.013684
0.000000,204.113304
0.000000,511.341644
0.000000,384.056432
0.000000,498.297806
0.000000,636.052116
0.000000,593.061775
0.000000,546.556821
0.000000,541.488259
0.000000,338.606463
0.000000,805.224705
0.000000,240.741764
0.000000,625.772324
0.000000,312.046892
0.000000,671.018833
0.000000,671.602738
0.000000,453.587633
0.000000,354.819778
0.000000,751.982472
0.000000,396.743427
0.000000,275.711218
0.000000,375.248688
0.000000,821.913783
0.000000,723.528570
0.000000,479.090267
0.000000,836.662912
0.000000,841.221224
0.000000,616.719652
0.000000,656.500849
0.000000,217.088786
0.000000,382.575596
0.000000,556.293425
0.000000,278.098417
0.000000,196.981417
0.000000,527.784150
0.000000,181.561336
0.000000,568.810425
0.000000,471.700095
0.000000,431.554517
0.000000,751.007056
0.000000,660.019347
0.000000,344.450224
0.000000,390.094213
0.000000,598.733148
0.000000,579.946324
0.000000,274.048766
0.000000,322.171945
0.000000,264.227596
0.000000,609.052008
0.000000,652.709374
0.000000,418.306319
0.000000,610.308157
0.000000,306.519222
0.000000,421.238086
0.000000,474.617457
0.000000,587.497478
0.000000,246.907201
0.000000,706.228488
0.000000,721.330056
0.000000,210.239475
0.000000,410.631085
0.000000,645.158380
0.000000,272.794894
0.000000,346.127457
0.000000,515.343262
0.000000,313.889120
0.000000,603.068014
0.000000,261.769083
0.000000,273.620408
0.000000,561.319885
0.000000,435.579307
0.000000,608.712764
0.000000,284.840153
0.000000,401.673614
0.000000,649.504344
0.000000,557.771799
0.000000,306.081054
0.000000,269.207621
0.000000,561.171088
0.000000,622.216068
0.000000,294.122985
0.000000,478.236210
0.000000,625.566483
0.000000,745.535603
0.000000,581.756030
0.000000,541.255221
0.000000,153.630754
0.000000,566.876903
0.000000,707.889435
0.000000,416.447977
0.000000,382.592383
0.000000,437.480751
0.000000,485.250552
0.000000,448.547823
0.000000,485.569254
0.000000,327.301478
0.000000,399.361537
0.000000,653.379773
0.000000,433.128870
0.000000,560.824897
0.000000,473.247371
0.000000,412.539272
0.000000,411.573493
0.000000,650.361927
0.000000,213.908258
0.000000,498.782448
0.000000,693.753255
0.000000,710.516835
0.000000,492.595249
0.000000,346.822443
0.000000,423.463713
0.000000,291.454651
0.000000,576.258269
0.000000,474.797671
0.000000,242.449375
0.000000,638.296002
0.000000,368.944384
0.000000,689.611503
0.000000,534.771961
0.000000,643.007066
0.000000,372.141626
0.000000,380.551286
0.000000,402.055321
0.000000,572.461488
0.000000,477.517427
0.000000,644.915847
0.000000,576.070918
0.000000,699.341472
0.000000,476.280362
0.000000,399.879989
0.000000,592.703123
0.000000,719.687997
0.000000,639.413968
0.000000,460.535795
0.000000,768.238383
0.000000,547.806563
0.000000,713.422125
0.000000,553.196100
0.000000,305.596888
0.000000,552.519584
0.000000,540.625211
0.000000,384.431038
0.000000,345.078477
0.000000,266.329774
0.000000,401.207416
0.000000,168.352680
0.000000,511.949159
0.000000,463.500321
0.000000,588.634163
0.000000,882.120686
0.000000,372.974831
0.000000,445.114405
0.000000,700.455401
0.000000,535.254118
0.000000,334.077630
0.000000,299.281095
0.000000,576.062417
0.000000,269.454980
0.000000,458.029967
0.000000,389.940617
0.000000,425.550638
0.000000,504.953153
0.000000,440.576724
0.000000,520.398115
0.000000,389.322795
0.000000,493.684362
0.000000,806.986740
0.000000,767.550672
0.000000,277.593386
0.000000,475.466404
0.000000,627.679910
0.000000,383.367297
0.000000,741.523137
0.000000,564.892510
0.000000,339.347240
0.000000,425.443287
0.000000,264.021077
0.000000,686.502051
0.000000,476.461949
0.000000,734.636457
0.000000,532.623856
0.000000,635.743507
0.000000,595.906299
0.000000,452.850678
0.000000,457.019458
0.000000,212.405055
0.000000,632.746135
0.000000,625.594278
0.000000,290.422441
0.000000,282.963975
0.000000,478.983962
0.000000,698.800694
0.000000,356.860041
0.000000,525.891725
0.000000,235.478335
0.000000,613.557773
0.000000,587.129931
0.000000,376.925745
0.000000,185.467812
0.000000,441.614805
0.000000,422.727153
0.000000,553.427451
0.000000,511.989827
0.000000,240.600736
0.000000,368.582071
0.000000,614.987560
0.000000,581.903159
0.000000,787.854506
0.000000,280.972701
0.000000,500.236233
0.000000,463.311287
0.000000,570.684002
0.000000,302.557133
0.000000,604.819729
0.000000,588.530289
0.000000,601.481023
0.000000,317.857958
0.000000,543.007099
0.000000,326.527213
0.000000,562.670951
0.000000,353.147220
0.000000,477.464096
0.000000,472.701509
0.000000,498.246548
0.000000,519.019359
0.000000,455.736551
0.000000,568.856708
0.000000,661.040729
0.000000,113.694503
0.000000,641.784111
0.000000,550.408503
0.000000,580.839221
0.000000,428.152186
0.000000,390.503734
0.000000,336.032053
0.000000,568.414455
0.000000,556.661342
0.000000,333.033898
0.000000,488.358565
0.000000,789.810492
0.000000,514.835028
0.000000,586.411544
0.000000,698.498136
0.000000,620.831985
0.000000,496.013892
0.000000,440.243377
0.000000,244.009954
0.000000,414.464069
0.000000,479.128330
0.000000,509.237866
0.000000,265.635598
0.000000,425.188604
0.000000,304.033140
0.000000,348.948063
0.000000,376.683503
0.000000,368.954502
0.000000,591.541599
0.000000,647.892928
0.000000,553.460601
0.000000,451.024930
0.000000,613.151986
0.000000,500.254635
0.000000,69.374056
0.000000,507.101704
0.000000,404.561770
0.000000,523.369247
0.000000,401.045880
0.000000,249.307503
0.000000,374.520443
0.000000,345.306791
0.000000,369.197888
0.000000,600.953080
0.000000,495.836118
0.000000,510.667205
0.000000,722.853610
0.000000,659.292564
0.000000,80.756869
0.000000,618.330024
0.000000,611.197897
0.000000,749.619734
0.000000,583.721995
0.000000,615.754049
0.000000,553.782805
0.000000,556.052610
0.000000,508.454843
0.000000,475.191854
0.000000,405.429447
0.000000,373.164707
0.000000,623.522978
0.000000,428.719342
0.000000,464.186223
0.000000,596.855428
0.000000,345.679869
0.000000,557.497324
0.000000,793.188607
0.000000,114.041059
0.000000,600.111723
0.000000,421.212299
0.000000,593.528613
0.000000,445.069413
0.000000,422.007088
0.000000,378.087932
0.000000,619.770240
0.000000,625.553116
0.000000,188.814132
0.000000,394.272565
0.000000,176.118011
0.000000,619.629226
0.000000,604.257969
0.000000,437.057256
0.000000,548.046949
0.000000,656.695665
