time,velocity
40.000000,49.860133
40.000000,49.871952
40.000000,49.943288
40.000000,50.000000
40.000000,49.888942
40.000000,49.902910
40.000000,49.998660
40.000000,50.000000
40.000000,49.998315
40.000000,49.998331
40.000000,50.000000
40.000000,50.000000
40.000000,49.823803
40.000000,49.995825
45.000000,49.941756
45.000000,49.965755
45.000000,50.000000
45.000000,50.000000
45.000000,50.000000
45.000000,49.999714
45.000000,49.998816
45.000000,48.218335
45.000000,49.806455
45.000000,50.000000
45.000000,49.999811
45.000000,50.000000
45.000000,50.000000
45.000000,49.997470
45.000000,50.000000
45.000000,49.987418
45.000000,50.000000
45.000000,49.965785
45.000000,49.999926
45.000000,49.970074
45.000000,50.000000
45.000000,49.987120
45.000000,49.804134
45.000000,49.997447
45.000000,50.000000
45.000000,49.787241
45.000000,49.492557
45.000000,49.969215
45.000000,49.981690
45.000000,50.000000
45.000000,49.999449
45.000000,50.000000
45.000000,50.000000
45.000000,50.000000
45.000000,43.459432
45.000000,50.000000
45.000000,49.993494
45.000000,49.986442
45.000000,50.000000
45.000000,50.000000
45.000000,50.000000
45.000000,50.000000
45.000000,49.496717
45.000000,50.000000
45.000000,50.000000
45.000000,50.000000
45.000000,49.981022
45.000000,49.999550
45.000000,49.993062
45.000000,50.000000
45.000000,49.987781
45.000000,50.000000
45.000000,49.994567
45.000000,50.000000
45.000000,45.853379
45.000000,50.000000
45.000000,43.784443
45.000000,49.115481
45.000000,50.000000
45.000000,49.834026
45.000000,49.927574
45.000000,50.000000
45.000000,50.000000
45.000000,50.000000
45.000000,50.000000
45.000000,50.000000
45.000000,49.696991
45.000000,49.999958
45.000000,50.000000
45.000000,50.000000
45.000000,49.998746
45.000000,49.997977
45.000000,50.000000
45.000000,50.000000
45.000000,49.534657
45.000000,50.000000
45.000000,50.000000
45.000000,50.000000
45.000000,49.888285
45.000000,49.523555
45.000000,49.993703
45.000000,49.994017
45.000000,49.998830
45.000000,49.994472
45.000000,50.000000
45.000000,49.999350
45.000000,50.000000
45.000000,49.979790
45.000000,49.633600
45.000000,49.908798
45.000000,49.965221
45.000000,49.700250
45.000000,49.847835
45.000000,50.000000
45.000000,50.000000
45.000000,50.000000
45.000000,49.989998
45.000000,46.487554
45.000000,50.000000
45.000000,49.996218
45.000000,49.907321
45.000000,50.000000
45.000000,49.994924
45.000000,50.000000
45.000000,49.916403
45.000000,49.897504
45.000000,49.439198
45.000000,49.984971
45.000000,49.853421
45.000000,50.000000
45.000000,49.948870
45.000000,49.996969
45.000000,49.999351
45.000000,50.000000
45.000000,49.999825
45.000000,49.999998
45.000000,50.000000
45.000000,50.000000
45.000000,49.989100
45.000000,49.981060
50.000000,49.925062
50.000000,49.999871
50.000000,50.000000
50.000000,50.000000
50.000000,50.000000
50.000000,49.999481
50.000000,49.989588
50.000000,49.920141
50.000000,49.649762
50.000000,50.000000
50.000000,49.787265
50.000000,50.000000
50.000000,50.000000
50.000000,49.999953
50.000000,50.000000
50.000000,49.999885
50.000000,50.000000
50.000000,49.633562
50.000000,49.999806
50.000000,49.749714
50.000000,50.000000
50.000000,49.999932
50.000000,50.000000
50.000000,47.989422
50.000000,50.000000
50.000000,49.411745
50.000000,49.203485
50.000000,49.997450
50.000000,49.938290
50.000000,50.000000
50.000000,49.993748
50.000000,46.040646
50.000000,50.000000
50.000000,50.000000
50.000000,49.976799
50.000000,50.000000
50.000000,49.994489
50.000000,49.968531
50.000000,50.000000
50.000000,50.000000
50.000000,50.000000
50.000000,50.000000
50.000000,49.994766
50.000000,49.998767
50.000000,50.000000
50.000000,49.748995
50.000000,49.995453
50.000000,49.805643
50.000000,49.934072
50.000000,50.000000
50.000000,49.959809
50.000000,50.000000
50.000000,49.994567
50.000000,50.000000
50.000000,45.853379
50.000000,49.993189
50.000000,50.000000
50.000000,49.967288
50.000000,50.000000
50.000000,49.883347
50.000000,49.854715
50.000000,50.000000
50.000000,50.000000
50.000000,50.000000
50.000000,50.000000
50.000000,50.000000
50.000000,49.696991
50.000000,49.996560
50.000000,50.000000
50.000000,50.000000
50.000000,49.833020
50.000000,49.995842
50.000000,49.992358
50.000000,50.000000
50.000000,49.534657
